ID         交易年月  總價(含車)  單價(含車)  權狀  建坪
MFFBF38CA  17-11     1439(1550)  40(39)      39.8  36.0
NFFBF38CA  18-09     1490(1730)  46(37)      46.9  32.4
PFFBF56CA  20-06     1850(2050)  47(41)      49.7  39.4
LFFBF88CA  16-05     2140(2368)  61(50)      46.9  34.8
OFFBF86CA  19-07     1840(2020)  40(35)      57.9  45.8
KFFBF78CA  15-03     2151(2377)  60(48)      49.1  36.0
KFFBF38CA  15-06     2102(2102)  53(53)      39.4  39.4
KFFBF58CA  15-08     2190(2190)  57(57)      38.1  38.1
NFFBF88CA  18-05     2220(2400)  49(41)      57.9  45.7
LFFBF87CA  16-09     2650(3130)  54(42)      75.4  49.2
OFFBF48CA  18-12     1665(1910)  41(35)      54.3  40.7
MFFBF28CA  17-08     1555(1805)  47(38)      47.5  32.9
NFFBF76CA  18-06     2150(2330)  47(40)      57.9  45.7
NFFBF66CA  18-05     2108(2308)  43(39)      58.6  48.8
OFFBF09CA  19-08     1300(1300)  35(35)      37.6  37.6
MFFBF58CA  17-02     2543(2757)  56(48)      57.4  45.3
NFFBF28CA  17-10     1668(1888)  41(34)      55.4  40.9
NFFBF48CA  17-10     2045(2255)  45(39)      58.1  45.8
KFFBF58CA  15-06     2250(2250)  59(59)      38.1  38.1
NFFBF18CA  17-11     2053(2263)  45(42)      54.5  45.8
NFFBF28CA  17-12     2108(2323)  46(42)      55.7  45.8
OFFBF09CA  19-05     1713(2160)  56(37)      58.4  30.4
KFFBF18CA  15-08     2153(2153)  55(55)      39.4  39.4
PFFBF09CA  20-03     1310(1310)  42(42)      30.9  30.9
PFFBF17DA  20-07     1700(1700)  42(42)      40.7  40.7
NFFBF96CA  18-05     2185(2385)  46(40)      59.5  47.4
MFFBF86CA  17-05     2350(2580)  49(43)      60.3  48.4
MFFBF48CA  17-09     1400(1620)  43(35)      46.9  32.4
KFFBF38CA  15-09     2181(2336)  57(48)      48.5  38.1
OFFBF78CA  18-10     1997(2242)  49(42)      54.0  40.8
OFFBF66CA  19-05     1860(2100)  45(38)      55.4  40.9
OFFBF88CA  19-03     1238(1458)  40(33)      43.7  30.7
OFFBF58CA  19-06     1610(1840)  46(39)      47.3  35.2
OFFBF78CA  19-09     1135(1365)  37(32)      43.1  30.7
NFFBF56CA  18-03     2017(2477)  44(38)      65.6  45.8
OFFBF09CA  19-02     1379(1572)  45(35)      44.4  30.4
NFFBF66CA  18-03     2062(2512)  45(40)      63.1  45.8
OFFBF56CA  19-04     1628(1798)  45(37)      48.2  36.1
OFFBF17CA  19-06     2145(2505)  50(35)      71.4  42.9
MFFBF08CA  17-03     1401(1401)  35(35)      40.2  40.2
MFFBF67CA  17-08     1853(2058)  48(40)      51.5  39.0
LFFBF28CA  16-07     2074(2264)  59(48)      47.3  35.2
MFFBF48CA  17-07     1457(1662)  46(36)      46.2  31.6
OFFBF28CA  18-12     1580(1780)  44(37)      48.2  36.1
MFFBF48CA  17-07     1855(2105)  47(41)      51.6  39.1
MFFBF58CA  17-07     1483(1688)  46(36)      47.1  32.5
PFFBF48CA  20-02     1525(1730)  40(33)      52.5  38.1
MFFBF58CA  17-07     2054(2284)  45(41)      55.7  45.8
JFFBF77CA  14-10     2010(2205)  56(45)      49.1  36.0
KFFBF28CA  15-07     2245(2245)  57(57)      39.4  39.4
PFFBF38CA  20-01     1578(1788)  41(34)      52.5  38.1
MFFBF38CA  17-05     1752(1992)  50(42)      46.9  34.8
MFFBF18CA  17-02     2020(2230)  52(43)      51.6  39.1
MFFBF68CA  17-06     1433(1648)  47(41)      40.3  30.4
NFFBF09CA  18-08     2105(2350)  43(40)      58.6  48.8
NFFBF18CA  18-06     1800(2000)  40(35)      57.4  45.2
PFFBF68CA  19-09     2010(2210)  44(39)      57.3  45.2
OFFBF09CA  19-04     1726(2146)  39(30)      70.4  44.2
MFFBF38CA  17-01     2358(2550)  53(45)      56.9  44.8
OFFBF09DA  19-05     1218(1418)  40(35)      40.3  30.4
KFFBF28CA  15-08     2005(2005)  53(53)      38.1  38.1
JFFBF38CA  14-11     2090(2278)  58(46)      49.1  36.0
LFFBF87CA  15-12     2532(2712)  51(47)      57.2  49.2
LFFBF28CA  16-07     2616(2850)  58(50)      57.3  45.2
MFFBF87CA  17-10     1970(2160)  55(45)      47.8  35.7
LFFBF38DA  16-06     2710(2950)  55(48)      61.7  49.7
NFFBF58CA  18-06     2040(2265)  45(42)      54.5  45.8
NFFBF78CA  18-04     1838(2038)  52(43)      47.3  35.2
NFFBF58CA  18-05     1705(1905)  49(41)      46.9  34.8
MFFBF58CA  17-07     1480(1700)  47(37)      46.2  31.6
NFFBF08CA  18-01     1410(1615)  46(37)      43.1  30.6
KFFBF48CA  15-08     2195(2195)  56(56)      39.4  39.4
LFFBF77CA  15-11     2106(2296)  43(40)      57.1  49.1
LFFBF77CA  15-11     2118(2528)  43(39)      65.2  49.2
NFFBF08CA  17-12     1445(1650)  46(36)      46.2  31.6
MFFBF68CA  17-07     2413(2628)  54(46)      56.9  44.8
NFFBF18CA  18-10     2060(2320)  47(40)      58.6  44.1
KFFBF38CA  15-05     1965(2085)  54(52)      39.8  36.1
KFFBF87CA  15-01     3087(3319)  63(53)      62.3  49.2
